name,URL,text,image_num,circle_position
チノマロン,https://twitter.com/ChinoMaron/status/1304937612667269120,"本の表紙にした絵はすべてお気に入りです！！
#何度でも見てほしいお気に入りを貼るタグ https://t.co/hhxhVHrM14",e:\GitHub\OshinagakiShushu-kun/チノマロン/oshinagaki9-1.jpg,Not Found
